AI,explanation,ResponseId,PROLIFIC_PID,test_order,test_index,test_mse,Finished,displayed_reward,human_response,hai_response,Order,Year_Built,Gr_Liv_Area,Garage_Cars,Fireplaces,Year_Remod,Overall_Qual,SalePrice,pred1,pred2
pred1,shap,R_7anmcF5yJR8YGNj,67f1f797973bd7f41512caa2,1409,88,2254.6250965,True,3.63,213.0,212.0,1409,1918,1674,2.0,1,1950,6,185000,142284.98,151889.73
pred1,shap,R_7anmcF5yJR8YGNj,67f1f797973bd7f41512caa2,959,89,2254.6250965,True,3.63,213.0,213.0,959,2009,1692,2.0,0,2009,7,224500,200683.27,230117.86
pred1,shap,R_7anmcF5yJR8YGNj,67f1f797973bd7f41512caa2,2582,90,2254.6250965,True,3.63,213.0,213.0,2582,1979,943,2.0,2,1979,5,135960,174854.53,157151.98
pred1,shap,R_7anmcF5yJR8YGNj,67f1f797973bd7f41512caa2,1232,91,2254.6250965,True,3.63,213.0,213.0,1232,1962,1537,2.0,1,2005,6,174000,183872.84,175893.48
pred1,shap,R_7anmcF5yJR8YGNj,67f1f797973bd7f41512caa2,2183,92,2254.6250965,True,3.63,213.0,213.0,2183,2005,1072,2.0,0,2005,6,140000,175258.53,165667.08
pred1,shap,R_7anmcF5yJR8YGNj,67f1f797973bd7f41512caa2,1039,93,2254.6250965,True,3.63,213.0,213.0,1039,1998,1337,2.0,0,1999,6,181000,163968.42,168414.83
pred1,shap,R_7anmcF5yJR8YGNj,67f1f797973bd7f41512caa2,2344,94,2254.6250965,True,3.63,213.0,213.0,2344,1988,2183,3.0,0,1988,7,229000,218360.45,263082.7
pred1,shap,R_7anmcF5yJR8YGNj,67f1f797973bd7f41512caa2,1993,95,2254.6250965,True,3.63,213.0,213.0,1993,1910,1232,2.0,0,1950,5,114000,112078.74,106275.66
pred1,shap,R_1EauJEtxvoQp9Sy,67e5447d21c4278e6ee80d0d,2426,96,6179.32088,True,3,240.0,200.0,2426,2005,1248,2.0,0,2006,7,167240,195242.44,177709.9
pred1,shap,R_1EauJEtxvoQp9Sy,67e5447d21c4278e6ee80d0d,234,97,6179.32088,True,3,304.0,170.0,234,1978,1981,2.0,1,1992,6,230000,167476.89,194335.72
pred1,shap,R_1EauJEtxvoQp9Sy,67e5447d21c4278e6ee80d0d,2054,98,6179.32088,True,3,185.0,150.0,2054,1966,1040,1.0,0,1966,5,123000,131439.7,131264.2
pred1,shap,R_1EauJEtxvoQp9Sy,67e5447d21c4278e6ee80d0d,1679,99,6179.32088,True,3,200.0,135.0,1679,1970,1302,2.0,0,1970,5,106000,126507.32,133611.1
pred1,shap,R_1EauJEtxvoQp9Sy,67e5447d21c4278e6ee80d0d,2400,100,6179.32088,True,3,331.0,345.0,2400,2003,1792,3.0,1,2004,9,374000,362047.94,265556.78
pred1,shap,R_1EauJEtxvoQp9Sy,67e5447d21c4278e6ee80d0d,1179,101,6179.32088,True,3,250.0,284.0,1179,1996,1288,2.0,2,1996,8,245500,291732.47,216275.11
pred1,shap,R_1EauJEtxvoQp9Sy,67e5447d21c4278e6ee80d0d,228,102,6179.32088,True,3,191.0,180.0,228,1978,1386,2.0,1,1978,6,158900,166387.98,163711.7
pred1,shap,R_1EauJEtxvoQp9Sy,67e5447d21c4278e6ee80d0d,2120,103,6179.32088,True,3,426.0,190.0,2120,1994,1022,2.0,0,1994,5,139500,165578.78,158452.98
pred1,shap,R_1EauJEtxvoQp9Sy,67e5447d21c4278e6ee80d0d,2697,104,6179.32088,True,3,131.0,130.0,2697,1935,754,0.0,0,1982,6,84500,128579.695,64872.2
pred1,shap,R_1EauJEtxvoQp9Sy,67e5447d21c4278e6ee80d0d,1514,105,6179.32088,True,3,47.0,85.0,1514,1925,864,0.0,0,1950,5,98000,91686.92,86353.055
pred1,shap,R_1EauJEtxvoQp9Sy,67e5447d21c4278e6ee80d0d,2596,106,6179.32088,True,3,33.0,70.0,2596,1930,713,1.0,0,2001,3,99800,80254.13,75172.516
pred1,shap,R_1EauJEtxvoQp9Sy,67e5447d21c4278e6ee80d0d,1037,107,6179.32088,True,3,200.0,130.0,1037,1971,864,2.0,0,1971,5,123000,127237.04,119688.86
pred2,shap,R_1rdmaFPsWMvOl6E,67fce2ec87c9866707eb37d6,830,156,4915.665879200001,True,3,213.0,554.0,830,2007,1232,2.0,0,2007,7,194500,193952.27,184118.5
pred2,shap,R_1rdmaFPsWMvOl6E,67fce2ec87c9866707eb37d6,2623,157,4915.665879200001,True,3,129.0,129.0,2623,1950,1040,2.0,0,1950,4,109900,110877.516,115872.3
pred2,shap,R_1rdmaFPsWMvOl6E,67fce2ec87c9866707eb37d6,1959,158,4915.665879200001,True,3,128.0,128.0,1959,1949,1846,1.0,1,1950,6,143000,137651.11,152319.69
pred2,shap,R_1rdmaFPsWMvOl6E,67fce2ec87c9866707eb37d6,2069,159,4915.665879200001,True,3,127.0,127.0,2069,1954,1299,2.0,1,1995,6,150000,180960.38,145640.42
pred2,shap,R_1rdmaFPsWMvOl6E,67fce2ec87c9866707eb37d6,121,160,4915.665879200001,True,3,138.0,139.0,121,1966,1209,2.0,0,1966,5,159000,147847.47,139981.97
pred2,shap,R_1rdmaFPsWMvOl6E,67fce2ec87c9866707eb37d6,682,161,4915.665879200001,True,3,135.0,133.0,682,1958,1339,1.0,0,1965,5,139000,121326.86,133898.61
pred2,shap,R_1rdmaFPsWMvOl6E,67fce2ec87c9866707eb37d6,2018,162,4915.665879200001,True,3,49.0,117.0,2018,1920,1513,1.0,0,2004,5,137500,116277.56,117358.87
pred2,shap,R_1rdmaFPsWMvOl6E,67fce2ec87c9866707eb37d6,1786,163,4915.665879200001,True,3,533.0,255.0,1786,2007,1689,3.0,0,2007,7,248328,218659.06,254704.38
pred2,shap,R_1rdmaFPsWMvOl6E,67fce2ec87c9866707eb37d6,2136,164,4915.665879200001,True,3,185.0,146.0,2136,1976,1025,2.0,1,1976,5,153500,149472.73,146452.98
pred2,shap,R_1rdmaFPsWMvOl6E,67fce2ec87c9866707eb37d6,1027,165,4915.665879200001,True,3,160.0,138.0,1027,1969,1308,2.0,0,1969,5,146900,140892.17,139363.52
pred2,shap,R_1rdmaFPsWMvOl6E,67fce2ec87c9866707eb37d6,303,166,4915.665879200001,True,3,122.0,69.0,303,1941,540,1.0,0,1950,2,82000,49125.734,68339.56
pred2,shap,R_1rdmaFPsWMvOl6E,67fce2ec87c9866707eb37d6,564,167,4915.665879200001,True,3,206.0,276.0,564,1980,2014,3.0,2,1980,8,275000,280547.8,278653.28
pred2,both,R_133oGNrO8Fb2PHz,5a3bdd2c8d005a0001829f3e,1777,84,3251.6023965,True,3.26,251.0,265.0,1777,2007,1542,3.0,1,2007,8,260261,286163.25,278565.3
pred2,both,R_133oGNrO8Fb2PHz,5a3bdd2c8d005a0001829f3e,2011,85,3251.6023965,True,3.26,210.0,188.0,2011,1939,1232,1.0,2,1950,6,128000,160785.78,148985.73
pred2,both,R_133oGNrO8Fb2PHz,5a3bdd2c8d005a0001829f3e,703,86,3251.6023965,True,3.26,220.0,200.0,703,1946,1389,1.0,2,1992,7,135000,193677.23,150424.84
pred2,both,R_133oGNrO8Fb2PHz,5a3bdd2c8d005a0001829f3e,813,87,3251.6023965,True,3.26,265.0,222.0,813,1979,2240,2.0,0,1979,5,142953,133857.25,183465.08
pred2,both,R_133oGNrO8Fb2PHz,5a3bdd2c8d005a0001829f3e,1409,88,3251.6023965,True,3.26,250.0,200.0,1409,1918,1674,2.0,1,1950,6,185000,142284.98,151889.73
pred2,both,R_133oGNrO8Fb2PHz,5a3bdd2c8d005a0001829f3e,959,89,3251.6023965,True,3.26,249.0,235.0,959,2009,1692,2.0,0,2009,7,224500,200683.27,230117.86
pred2,both,R_133oGNrO8Fb2PHz,5a3bdd2c8d005a0001829f3e,2582,90,3251.6023965,True,3.26,193.0,175.0,2582,1979,943,2.0,2,1979,5,135960,174854.53,157151.98
pred2,both,R_133oGNrO8Fb2PHz,5a3bdd2c8d005a0001829f3e,1232,91,3251.6023965,True,3.26,225.0,205.0,1232,1962,1537,2.0,1,2005,6,174000,183872.84,175893.48
pred2,both,R_133oGNrO8Fb2PHz,5a3bdd2c8d005a0001829f3e,2183,92,3251.6023965,True,3.26,200.0,190.0,2183,2005,1072,2.0,0,2005,6,140000,175258.53,165667.08
pred2,both,R_133oGNrO8Fb2PHz,5a3bdd2c8d005a0001829f3e,1039,93,3251.6023965,True,3.26,215.0,200.0,1039,1998,1337,2.0,0,1999,6,181000,163968.42,168414.83
pred2,both,R_133oGNrO8Fb2PHz,5a3bdd2c8d005a0001829f3e,2344,94,3251.6023965,True,3.26,300.0,285.0,2344,1988,2183,3.0,0,1988,7,229000,218360.45,263082.7
pred2,both,R_133oGNrO8Fb2PHz,5a3bdd2c8d005a0001829f3e,1993,95,3251.6023965,True,3.26,239.0,218.0,1993,1910,1232,2.0,0,1950,5,114000,112078.74,106275.66
pred2,shap,R_31zVGtl5qmFw4zj,681dac338064d75c6848499d,1197,0,2508.3387394500005,True,4.33,210.0,160.0,1197,1965,1728,2.0,0,1965,5,142600,142473.98,161598.53
pred2,shap,R_31zVGtl5qmFw4zj,681dac338064d75c6848499d,562,1,2508.3387394500005,True,4.33,160.0,133.0,562,1965,864,1.0,1,1965,5,62383,142690.33,135140.05
pred2,shap,R_31zVGtl5qmFw4zj,681dac338064d75c6848499d,99,2,2508.3387394500005,True,4.33,228.0,181.0,99,2005,1236,2.0,0,2005,6,152000,177913.9,176870.78
pred2,shap,R_31zVGtl5qmFw4zj,681dac338064d75c6848499d,590,3,2508.3387394500005,True,4.33,235.0,241.0,590,1977,2288,2.0,2,1992,7,230000,238588.8,243160.0
pred2,shap,R_31zVGtl5qmFw4zj,681dac338064d75c6848499d,1040,4,2508.3387394500005,True,4.33,142.0,113.0,1040,1973,987,1.0,0,1973,6,103400,121324.086,108280.74
pred2,shap,R_31zVGtl5qmFw4zj,681dac338064d75c6848499d,2515,5,2508.3387394500005,True,4.33,214.0,210.0,2515,1997,1694,1.0,1,1998,7,200000,199171.86,207192.69
pred2,shap,R_31zVGtl5qmFw4zj,681dac338064d75c6848499d,2291,6,2508.3387394500005,True,4.33,221.0,118.0,2291,1976,1092,1.0,0,1976,4,75190,101199.484,111110.07
pred2,shap,R_31zVGtl5qmFw4zj,681dac338064d75c6848499d,2369,7,2508.3387394500005,True,4.33,131.0,119.0,2369,1971,1218,0.0,0,1971,6,91500,120312.68,108777.55
pred2,shap,R_31zVGtl5qmFw4zj,681dac338064d75c6848499d,1936,8,2508.3387394500005,True,4.33,122.0,118.0,1936,1956,925,1.0,0,2003,5,127000,136943.39,113554.32
pred2,shap,R_31zVGtl5qmFw4zj,681dac338064d75c6848499d,1453,9,2508.3387394500005,True,4.33,132.0,115.0,1453,1972,780,1.0,0,1972,5,124900,111737.76,109589.195
pred2,shap,R_31zVGtl5qmFw4zj,681dac338064d75c6848499d,200,10,2508.3387394500005,True,4.33,211.0,162.0,200,1930,1536,2.0,1,1950,5,138400,122318.56,150833.83
pred2,shap,R_31zVGtl5qmFw4zj,681dac338064d75c6848499d,29,11,2508.3387394500005,True,4.33,205.0,196.0,29,1999,1337,2.0,1,1999,7,184000,202763.83,186184.22
pred2,shap,R_7MVWsDXICVNgFsR,67d48255139338c95a1c19ad,1197,0,15390.37473945,True,3,345.0,336.0,1197,1965,1728,2.0,0,1965,5,142600,142473.98,161598.53
pred2,shap,R_7MVWsDXICVNgFsR,67d48255139338c95a1c19ad,562,1,15390.37473945,True,3,240.0,161.0,562,1965,864,1.0,1,1965,5,62383,142690.33,135140.05
pred2,shap,R_7MVWsDXICVNgFsR,67d48255139338c95a1c19ad,99,2,15390.37473945,True,3,310.0,236.0,99,2005,1236,2.0,0,2005,6,152000,177913.9,176870.78
pred2,shap,R_7MVWsDXICVNgFsR,67d48255139338c95a1c19ad,590,3,15390.37473945,True,3,458.0,310.0,590,1977,2288,2.0,2,1992,7,230000,238588.8,243160.0
pred2,shap,R_7MVWsDXICVNgFsR,67d48255139338c95a1c19ad,1040,4,15390.37473945,True,3,236.0,161.0,1040,1973,987,1.0,0,1973,6,103400,121324.086,108280.74
pred2,shap,R_7MVWsDXICVNgFsR,67d48255139338c95a1c19ad,2515,5,15390.37473945,True,3,310.0,252.0,2515,1997,1694,1.0,1,1998,7,200000,199171.86,207192.69
pred2,shap,R_7MVWsDXICVNgFsR,67d48255139338c95a1c19ad,2291,6,15390.37473945,True,3,161.0,134.0,2291,1976,1092,1.0,0,1976,4,75190,101199.484,111110.07
pred2,shap,R_7MVWsDXICVNgFsR,67d48255139338c95a1c19ad,2369,7,15390.37473945,True,3,236.0,178.0,2369,1971,1218,0.0,0,1971,6,91500,120312.68,108777.55
pred2,shap,R_7MVWsDXICVNgFsR,67d48255139338c95a1c19ad,1936,8,15390.37473945,True,3,236.0,151.0,1936,1956,925,1.0,0,2003,5,127000,136943.39,113554.32
pred2,shap,R_7MVWsDXICVNgFsR,67d48255139338c95a1c19ad,1453,9,15390.37473945,True,3,236.0,158.0,1453,1972,780,1.0,0,1972,5,124900,111737.76,109589.195
pred2,shap,R_7MVWsDXICVNgFsR,67d48255139338c95a1c19ad,200,10,15390.37473945,True,3,384.0,200.0,200,1930,1536,2.0,1,1950,5,138400,122318.56,150833.83
pred2,shap,R_7MVWsDXICVNgFsR,67d48255139338c95a1c19ad,29,11,15390.37473945,True,3,310.0,252.0,29,1999,1337,2.0,1,1999,7,184000,202763.83,186184.22
pred1,shap,R_1aO5JyM9SdMOFgZ,65d96fc2ab41c5ce72f1c545,172,192,1588.163625,True,4.54,95.0,97.0,172,1920,936,0.0,1,1950,5,109500,100714.43,89877.96
pred1,shap,R_1aO5JyM9SdMOFgZ,65d96fc2ab41c5ce72f1c545,1352,193,1588.163625,True,4.54,120.0,146.0,1352,1923,1848,2.0,1,2000,6,207000,169479.34,159341.6
pred1,shap,R_1aO5JyM9SdMOFgZ,65d96fc2ab41c5ce72f1c545,46,194,1588.163625,True,4.54,177.0,182.0,46,2009,1358,2.0,1,2010,7,224000,221341.02,233052.56
pred1,shap,R_1aO5JyM9SdMOFgZ,65d96fc2ab41c5ce72f1c545,675,195,1588.163625,True,4.54,98.0,99.0,675,1958,1142,1.0,1,1958,6,113500,155685.19,141760.28
pred1,shap,R_1aO5JyM9SdMOFgZ,65d96fc2ab41c5ce72f1c545,544,196,1588.163625,True,4.54,210.0,210.0,544,1996,2122,2.0,1,1997,7,220000,222864.38,243511.81
pred1,shap,R_1aO5JyM9SdMOFgZ,65d96fc2ab41c5ce72f1c545,980,197,1588.163625,True,4.54,95.0,95.0,980,1970,1092,1.0,0,1970,4,88000,99487.07,108547.38
pred1,shap,R_1aO5JyM9SdMOFgZ,65d96fc2ab41c5ce72f1c545,1655,198,1588.163625,True,4.54,110.0,124.0,1655,1979,1353,2.0,1,1999,6,192350,179456.94,163458.34
pred1,shap,R_1aO5JyM9SdMOFgZ,65d96fc2ab41c5ce72f1c545,2813,199,1588.163625,True,4.54,180.0,180.0,2813,2005,1336,2.0,0,2006,7,198000,183974.23,182129.55
pred1,shap,R_1aO5JyM9SdMOFgZ,65d96fc2ab41c5ce72f1c545,2445,200,1588.163625,True,4.54,230.0,250.0,2445,2000,2234,3.0,1,2000,8,300000,281857.3,294051.38
pred1,shap,R_1aO5JyM9SdMOFgZ,65d96fc2ab41c5ce72f1c545,2094,201,1588.163625,True,4.54,196.0,209.0,2094,1991,2127,3.0,1,1991,7,238000,242394.33,285443.7
pred1,shap,R_1aO5JyM9SdMOFgZ,65d96fc2ab41c5ce72f1c545,1954,202,1588.163625,True,4.54,78.0,78.0,1954,1961,888,1.0,0,1961,5,120000,123106.16,116510.22
pred1,shap,R_1aO5JyM9SdMOFgZ,65d96fc2ab41c5ce72f1c545,2350,203,1588.163625,True,4.54,131.0,140.0,2350,1980,1686,2.0,1,1980,6,207500,160320.17,187589.56
pred1,both,R_5O3bmLr9SkvCcRe,670d2af9c00f086b201e9f70,322,180,2298.5276925000003,True,3.97,333.0,342.0,322,2008,2018,3.0,1,2009,9,378500,351302.0,330220.12
pred1,both,R_5O3bmLr9SkvCcRe,670d2af9c00f086b201e9f70,1308,181,2298.5276925000003,True,3.97,135.0,135.0,1308,1900,1627,2.0,0,2006,5,139500,134994.11,113565.37
pred1,both,R_5O3bmLr9SkvCcRe,670d2af9c00f086b201e9f70,2166,182,2298.5276925000003,True,3.97,185.0,197.0,2166,2006,1491,2.0,1,2006,7,168675,209103.1,223068.08
pred1,both,R_5O3bmLr9SkvCcRe,670d2af9c00f086b201e9f70,298,183,2298.5276925000003,True,3.97,174.0,187.0,298,1994,1652,2.0,0,2007,7,203135,193830.97,190283.27
pred1,both,R_5O3bmLr9SkvCcRe,670d2af9c00f086b201e9f70,2825,184,2298.5276925000003,True,3.97,189.0,211.0,2825,2003,2314,2.0,1,2005,7,229000,223483.72,271161.38
pred1,both,R_5O3bmLr9SkvCcRe,670d2af9c00f086b201e9f70,2257,185,2298.5276925000003,True,3.97,155.0,185.0,2257,1998,1502,1.0,1,1998,7,330000,195047.02,193027.05
pred1,both,R_5O3bmLr9SkvCcRe,670d2af9c00f086b201e9f70,1590,186,2298.5276925000003,True,3.97,220.0,220.0,1590,1997,1344,4.0,0,1998,7,206300,220307.0,182998.16
pred1,both,R_5O3bmLr9SkvCcRe,670d2af9c00f086b201e9f70,1608,187,2298.5276925000003,True,3.97,132.0,131.0,1608,1940,1750,1.0,0,1985,6,160000,129324.57,137625.38
pred1,both,R_5O3bmLr9SkvCcRe,670d2af9c00f086b201e9f70,2226,188,2298.5276925000003,True,3.97,174.0,169.0,2226,1980,1045,2.0,1,1980,6,123900,163875.56,153542.45
pred1,both,R_5O3bmLr9SkvCcRe,670d2af9c00f086b201e9f70,429,189,2298.5276925000003,True,3.97,252.0,337.0,429,2008,2184,3.0,1,2008,9,335000,355811.7,348056.28
pred1,both,R_5O3bmLr9SkvCcRe,670d2af9c00f086b201e9f70,2572,190,2298.5276925000003,True,3.97,123.0,142.0,2572,1963,1008,2.0,0,1963,6,135000,152080.05,133076.48
pred1,both,R_5O3bmLr9SkvCcRe,670d2af9c00f086b201e9f70,1416,191,2298.5276925000003,True,3.97,120.0,114.0,1416,1950,1164,1.0,0,1950,5,125000,119219.96,116241.53
pred1,shap,R_7NCRoQtZLqwyYMh,67f1ab184afaa5ec29075768,1166,204,88665.02865620001,True,3,586.0,221.0,1166,1999,1501,2.0,0,1999,7,179400,183279.53,176709.6
pred1,shap,R_7NCRoQtZLqwyYMh,67f1ab184afaa5ec29075768,2080,205,88665.02865620001,True,3,465.0,297.0,2080,1954,1626,1.0,0,1954,6,154000,128437.9,137975.73
pred1,shap,R_7NCRoQtZLqwyYMh,67f1ab184afaa5ec29075768,11,206,88665.02865620001,True,3,573.0,463.0,11,1993,1655,2.0,1,1994,6,175900,200164.33,208343.11
pred1,shap,R_7NCRoQtZLqwyYMh,67f1ab184afaa5ec29075768,261,207,88665.02865620001,True,3,587.0,375.0,261,1977,1392,1.0,0,1977,6,161750,132383.72,135767.86
pred1,shap,R_7NCRoQtZLqwyYMh,67f1ab184afaa5ec29075768,1700,208,88665.02865620001,True,3,564.0,421.0,1700,2006,1976,3.0,1,2007,8,440000,271490.78,297124.84
pred1,shap,R_7NCRoQtZLqwyYMh,67f1ab184afaa5ec29075768,706,209,88665.02865620001,True,3,653.0,494.0,706,1950,1328,1.0,0,1970,5,129500,119667.625,119985.086
pred1,shap,R_7NCRoQtZLqwyYMh,67f1ab184afaa5ec29075768,1457,210,88665.02865620001,True,3,580.0,427.0,1457,2001,2161,2.0,1,2001,7,230500,210912.61,263347.75
pred1,shap,R_7NCRoQtZLqwyYMh,67f1ab184afaa5ec29075768,18,211,88665.02865620001,True,3,608.0,482.0,18,2010,1856,3.0,1,2010,9,394432,387827.78,307571.3
pred1,shap,R_7NCRoQtZLqwyYMh,67f1ab184afaa5ec29075768,2176,212,88665.02865620001,True,3,631.0,303.0,2176,1976,1113,1.0,1,1976,6,148000,146498.11,134240.52
pred1,shap,R_7NCRoQtZLqwyYMh,67f1ab184afaa5ec29075768,2733,213,88665.02865620001,True,3,455.0,392.0,2733,1954,1350,2.0,1,1954,4,146000,121195.03,150258.81
pred1,shap,R_7NCRoQtZLqwyYMh,67f1ab184afaa5ec29075768,1484,214,88665.02865620001,True,3,591.0,474.0,1484,2004,848,2.0,1,2004,6,149000,178302.38,157854.66
pred1,shap,R_7NCRoQtZLqwyYMh,67f1ab184afaa5ec29075768,288,215,88665.02865620001,True,3,496.0,490.0,288,1914,864,1.0,0,1950,3,58500,73695.914,98271.76
pred1,shap,R_5RCPKkgATFwnWrT,67e9f29c98f6bc11131e8932,830,156,15090.2462792,True,3,460.0,273.0,830,2007,1232,2.0,0,2007,7,194500,193952.27,184118.5
pred1,shap,R_5RCPKkgATFwnWrT,67e9f29c98f6bc11131e8932,2623,157,15090.2462792,True,3,140.0,122.0,2623,1950,1040,2.0,0,1950,4,109900,110877.516,115872.3
pred1,shap,R_5RCPKkgATFwnWrT,67e9f29c98f6bc11131e8932,1959,158,15090.2462792,True,3,120.0,130.0,1959,1949,1846,1.0,1,1950,6,143000,137651.11,152319.69
pred1,shap,R_5RCPKkgATFwnWrT,67e9f29c98f6bc11131e8932,2069,159,15090.2462792,True,3,137.0,160.0,2069,1954,1299,2.0,1,1995,6,150000,180960.38,145640.42
pred1,shap,R_5RCPKkgATFwnWrT,67e9f29c98f6bc11131e8932,121,160,15090.2462792,True,3,170.0,157.0,121,1966,1209,2.0,0,1966,5,159000,147847.47,139981.97
pred1,shap,R_5RCPKkgATFwnWrT,67e9f29c98f6bc11131e8932,682,161,15090.2462792,True,3,136.0,129.0,682,1958,1339,1.0,0,1965,5,139000,121326.86,133898.61
pred1,shap,R_5RCPKkgATFwnWrT,67e9f29c98f6bc11131e8932,2018,162,15090.2462792,True,3,105.0,110.0,2018,1920,1513,1.0,0,2004,5,137500,116277.56,117358.87
pred1,shap,R_5RCPKkgATFwnWrT,67e9f29c98f6bc11131e8932,1786,163,15090.2462792,True,3,715.0,390.0,1786,2007,1689,3.0,0,2007,7,248328,218659.06,254704.38
pred1,shap,R_5RCPKkgATFwnWrT,67e9f29c98f6bc11131e8932,2136,164,15090.2462792,True,3,215.0,190.0,2136,1976,1025,2.0,1,1976,5,153500,149472.73,146452.98
pred1,shap,R_5RCPKkgATFwnWrT,67e9f29c98f6bc11131e8932,1027,165,15090.2462792,True,3,159.0,155.0,1027,1969,1308,2.0,0,1969,5,146900,140892.17,139363.52
pred1,shap,R_5RCPKkgATFwnWrT,67e9f29c98f6bc11131e8932,303,166,15090.2462792,True,3,109.0,89.0,303,1941,540,1.0,0,1950,2,82000,49125.734,68339.56
pred1,shap,R_5RCPKkgATFwnWrT,67e9f29c98f6bc11131e8932,564,167,15090.2462792,True,3,197.0,227.0,564,1980,2014,3.0,2,1980,8,275000,280547.8,278653.28
pred1,shap,R_1fu0PF8it8Gvcit,67f2b4d8dde42f1d7d500471,2799,12,4272.204128449999,True,3,230.0,257.0,2799,1998,1939,3.0,1,1998,7,227000,243179.72,266527.75
pred1,shap,R_1fu0PF8it8Gvcit,67f2b4d8dde42f1d7d500471,2197,13,4272.204128449999,True,3,150.0,192.0,2197,1923,1502,1.0,2,1996,6,165000,179060.67,160086.56
pred1,shap,R_1fu0PF8it8Gvcit,67f2b4d8dde42f1d7d500471,1903,14,4272.204128449999,True,3,90.0,108.0,1903,1946,666,0.0,0,1950,3,64500,67649.875,63213.95
pred1,shap,R_1fu0PF8it8Gvcit,67f2b4d8dde42f1d7d500471,935,15,4272.204128449999,True,3,143.0,190.0,935,1980,1229,2.0,1,1980,6,121000,166734.58,160001.86
pred1,shap,R_1fu0PF8it8Gvcit,67f2b4d8dde42f1d7d500471,367,16,4272.204128449999,True,3,233.0,317.0,367,2008,2234,3.0,1,2009,9,501837,355361.7,342558.22
pred1,shap,R_1fu0PF8it8Gvcit,67f2b4d8dde42f1d7d500471,1830,17,4272.204128449999,True,3,140.0,116.0,1830,1974,1037,2.0,0,1974,5,129000,134735.58,131025.7
pred1,shap,R_1fu0PF8it8Gvcit,67f2b4d8dde42f1d7d500471,1218,18,4272.204128449999,True,3,156.0,134.0,1218,1960,1100,1.0,1,1960,4,141000,121067.49,134810.52
pred1,shap,R_1fu0PF8it8Gvcit,67f2b4d8dde42f1d7d500471,1996,19,4272.204128449999,True,3,199.0,124.0,1996,1880,2210,1.0,0,1950,6,117500,114556.65,152945.17
pred1,shap,R_1fu0PF8it8Gvcit,67f2b4d8dde42f1d7d500471,1857,20,4272.204128449999,True,3,180.0,201.0,1857,1976,1437,2.0,1,2004,5,218000,165038.52,163023.06
pred1,shap,R_1fu0PF8it8Gvcit,67f2b4d8dde42f1d7d500471,1420,21,4272.204128449999,True,3,260.0,244.0,1420,1995,2814,2.0,1,2002,6,260000,193797.33,312245.38
pred1,shap,R_1fu0PF8it8Gvcit,67f2b4d8dde42f1d7d500471,1178,22,4272.204128449999,True,3,325.0,360.0,1178,1998,2393,2.0,1,1999,10,345000,353188.56,277747.75
pred1,shap,R_1fu0PF8it8Gvcit,67f2b4d8dde42f1d7d500471,111,23,4272.204128449999,True,3,273.0,159.0,111,1967,1829,2.0,0,1967,6,218500,154764.56,169597.05
pred1,shap,R_5NxkenHLW7TD8t8,67eea025d0072241cf916e19,611,72,12791.15354505,True,3,160.0,167.0,611,1964,1445,2.0,1,1964,6,158000,166971.83,166546.58
pred1,shap,R_5NxkenHLW7TD8t8,67eea025d0072241cf916e19,197,73,12791.15354505,True,3,133.0,137.0,197,1942,1453,1.0,2,1950,5,132000,137263.73,150293.36
pred1,shap,R_5NxkenHLW7TD8t8,67eea025d0072241cf916e19,2090,74,12791.15354505,True,3,176.0,178.0,2090,1984,1822,2.0,1,1984,6,228500,179031.64,214557.25
pred1,shap,R_5NxkenHLW7TD8t8,67eea025d0072241cf916e19,1571,75,12791.15354505,True,3,150.0,187.0,1571,1965,1786,2.0,2,1965,5,228950,186902.6,214350.48
pred1,shap,R_5NxkenHLW7TD8t8,67eea025d0072241cf916e19,2202,76,12791.15354505,True,3,98.0,161.0,2202,1930,1098,1.0,1,1995,7,148500,162300.8,115900.04
pred1,shap,R_5NxkenHLW7TD8t8,67eea025d0072241cf916e19,694,77,12791.15354505,True,3,102.0,152.0,694,1935,1378,1.0,0,1998,6,128900,153446.44,124809.49
pred1,shap,R_5NxkenHLW7TD8t8,67eea025d0072241cf916e19,2588,78,12791.15354505,True,3,146.0,146.0,2588,1956,1005,1.0,1,1956,5,133500,145878.27,137375.31
pred1,shap,R_5NxkenHLW7TD8t8,67eea025d0072241cf916e19,1743,79,12791.15354505,True,3,460.0,246.0,1743,2006,1402,3.0,1,2007,7,194201,246257.05,245004.03
pred1,shap,R_5NxkenHLW7TD8t8,67eea025d0072241cf916e19,2157,80,12791.15354505,True,3,394.0,168.0,2157,2003,848,2.0,0,2003,6,131500,166568.17,143315.62
pred1,shap,R_5NxkenHLW7TD8t8,67eea025d0072241cf916e19,2298,81,12791.15354505,True,3,167.0,128.0,2298,1970,768,2.0,0,1970,5,129500,126342.87,112888.43
pred1,shap,R_5NxkenHLW7TD8t8,67eea025d0072241cf916e19,570,82,12791.15354505,True,3,514.0,192.0,570,2008,1256,2.0,1,2008,6,195000,191736.72,217195.94
pred1,shap,R_5NxkenHLW7TD8t8,67eea025d0072241cf916e19,2147,83,12791.15354505,True,3,244.0,210.0,2147,2000,1673,2.0,1,2000,7,270000,209037.1,217232.39
pred1,both,R_5QMC4eTYwrOLZYc,67a391d2ec188c0684a9c2a5,1197,0,7377.246239450001,True,3,179.0,162.0,1197,1965,1728,2.0,0,1965,5,142600,142473.98,161598.53
